,Name,Review,Sug/Com,flair_sentiment
3356,prabhat singh maurya,"अद्वितीय 📙 किताब
यह पुस्तक आपके अंदर के छिपे ज्ञान के भंडार के द्वार को खोलता है।",1,1
3357,Rajesh,"Nice book
Bahut acchi book hi sabko padhna cahiye",1,1
3358,vijay bhatt,"अनुवाद का स्तर
रोचक एवं सत्य जानकारी।किन्तु एक बात को बार बार दोहराया गया है ।",1,1
3359,Mukesh suthar,"So so so nice book
So so so nice book. Yah book mujhe 20 saal pahle kyu nahi mili.",1,1
3360,Rajiv Awasthi,"जीवन सुधर जायेगा ....youth को तो जरूर पड़नी चाईये ये किताब
काफी फर्क आया है जीवन में इस को पडने के बाद 🙌✌👍",1,1
3361,vipin mamboj,"Gajab
Nice",1,1
3362,Amazon Customer,"Nice
Kamal ki kitab hai Bhai jarur kharido aur padho....Is Book Ke Like Thanks",1,1
3363,Amazon Customer,"Amazing book
इस बुक ने मेरे सोचने का नजरिया ही बदल दिया, आप जैसा सोचेंगे वैसा ही बन जाएंगे thanks to Joseph murphy",1,1
3364,Daksh Sherwal Advocate,"में यही कहना चाहूंगा कि प्रत्येक विद्यार्थि को यह पढ़नी चाहिए, धन्यवाद
Best book for every student ever",1,1
3365,Jeet,"Imandari se pade is book ko.. or iski baato ko apne life me utare...
Best book and read everyone",1,1
3366,Afzal khan,"देखते हैं
सही है अभी पढ़ी नहीं है",1,1
3367,Amazon Customer,"एक बार पढ़ना तो बनता है
One should read once this book",1,1
3368,Fulo baskey,"Awesome .
Bahut hi prabhavsali pustak.",1,1
3369,Rajesh Kumar,"Nice
Bahut achha",1,1
3370,jeetu thakur,"Dam nahi he
Avreg book",0,0
3371,Kishan Singh,"achhi h
Sabd bahut chhote h",1,1
3372,rajendra kumar,"Five Stars
Very nice book. Life ke Bahut sare problem solve ho jate hai es book ko pad kar",1,1
3373,Kuldeep bharti,"Nice
Ek bar jaroor made",1,1
3374,Gaurav,"Ab Chetan man ki Shakti
Best book",1,1
3375,PRAKASH MITKARI,"सोच बदलती है इस किताब से
एकदम जबरदस्त किताब है",1,1
3376,Govind Kumar,"Five Stars
Aap sabko ye book padani chahye",1,1
3377,CHANDAN,"Hamesha yuva rahne ka Utsav kaise ho?
Good thinking book",1,1
3378,hitesh rathore,"thnxx Josef mari for making a nice book for us
Yah book jivan me unbelievable changes la sakti he agar se shi man se positive believe k sath pada jaye.",1,1
3379,Durgesh Kumar,"Aapko puri tarah badal sakti hai ye book
Great book",1,1
3380,Amazon Customer,"manivigyan me exa.ke liye thik he
thik he",1,1
3381,sanjay,"Insan jo sochta wo ban jata h
👌",1,1
3382,Rîcky,"why you see review???
sabse pahli baat to aapko review padhna hi nhi chahiye kyonki ye kitaab itani achhi hai ki ise purchase karne ke liye aapko review padhne ki jaroorat nhi hai kyonki kuchh log jo book purchase to kar lete hai lekin dhyan se padhte hai nhi vo aapko khenge ise mat khareedo lekin main keh rha hu agar aap abhi ise order kro bhai esi book jindgi main nhi dekhi yaar. yeh book btati hai ki aap kaise chhoti chhoti technique se hi manchahe parinam pa sakte hai.maine khud isse apni eyes ki bimari ko thik kia hai.yaar vastav main hi agar yeh book mujhe pahle hi mil gai hoti to meri jindgi main bahut sari problem to aai hi nhi hoti.lekhak jo hai vo btate hai ki kaise jab aap koi prayer hi karte ho to usme bhi aap apne manchahe parinam paa sakte ho.",1,0
3383,JMD,"Amazing Book. Suggested by My GuruMaa.......And very fast delievery.
Jai Mata Di!Om Maiya Ji Sharnam.!!! Jai Mata Di !!!Om Maiya Ji Sharnam!!Om Maiya Ji Sharnam!!",1,1
3384,Ravi,"Two Stars
marathi wali de di aapne",0,0
3385,Praveen Soni,"One Star
bakwaas",0,0
3386,Rajkumar meena,"Is book ko bilkul Naa le
Is book ko bilkul na le kyo ki isse man mai dar bet jaega humesa kuch negative aaega mn mai to esa feel hoga ki ab kya hoga ye kyo aa gya normal humare mn mai negative chije aati hai hum bhul jate hai lekin is book ko pdne k baad Hume ye lgne lgta h ki ye bichar kyo aaya ab to ye such hoga kyo kis isme likha h jesa sochte ho besa 100% hoga",0,0
3387,Siddhart soni,"ज्ञान से भरा हुआ है ये किताब हर किसी को पढ़ना चाहिए
Maine is kitab ko english version me liya tha Amazon se aur mujhe wo samajne me tohra muskil hota hai kyuki shabd ka upyog wo nahi jo ki hum apne roj boli jane wale English main karte hai matlab Thora jada hard keh sakte hai normal English nahi hai isliye angerizi me agar apko dikaq ho to ap ise hindi wale basha me hi kharide me v jitna hi sake English version me samajne ki koshis karunga aur phir ek hindi version me v order karunga taki thik se samj saku",1,0
3388,Mehul Chaudhari,"The great book for how to work your mind
24 पेज तक मैने ये पुस्तक पढ़ा और तुरंत 3 साल से जो बाते मुझे परेशान कर रही थी उससे छुटकारा मिल गया। में इस पुस्तक का आभारी हु । आगे पुस्तक पढ़ना अभी जारी है। लेकिन review देने से खुद को रोक नहीं पाया। 🙏धन्यवाद 🙏",1,1
3389,Vikash Kumar Singh,"बहुत ही खूबसूरत किताब
किसी को अपने मन की इंद्रियों पर काबू करना होती है पुस्तक जरूर पढ़ें क्योंकि यह पुस्तक पढ़ने से आपको यह एहसास जरूर हो जाएगा कि मंकी इंद्रियों पर कैसे विजय पाया जा सकता है",1,1
3390,S.P.,"बेहतरीन👌
वास्तव में यह किताब बहुत बेहतरीन है ।।प्रेरणा और मार्गदर्शन से परिपूर्ण बेहद खूबसूरत बिचारों से सुसज्जित है",1,1
3391,RAKESH KUMAR,"पेपर की क्वालिटी सबसे ज्यादा बेकार .....
Paper quality is very poor..... Dislike",0,0
3392,Himanshu Chauhan,"Not a motivational book for students
Jo Mei Socha woh nahi haiSo It's is very badBookNot help me",0,0
3393,Rangnath Walekar,"Apke awchetan man ki shakti
Good.",1,1
3394,Prit Patel,"Best for Value.
समय प्रबंधन की ये पुस्तक कम से कम समय मैं पढ़ने के लिए कफ़ि उचित हैं, लेकिन यहाँ मुख्य तौर पर वोह सिद्धांत हैं जो धन्वान लोगो के जीवन मैं लागु होते हैंलेकिन अगर आप भविष्य के विचार करके यह पुस्तक लेते हैं तो यह श्रेष्ठ पुस्तक हैं उपर से यह पुस्तक छोटी हैं जिससे पढ़ने मैं कम समय लगे गा|",1,1
3395,Sana siddiqui,"Good book
Achi kitaab hai,her insan ko zrur pdhna chahiye apne jevan mai ek bar..kafi kuch sekhne ko milega ic kitaab se apko..zrur kharide shukriya",1,1
3396,sourabh sahu,"Best book
Shaandaar....Ek baar jarur padhe.....Bas thoda Hindi typing mistakes he....Book me",1,1
3397,Mahesh Kumar,"अवचेतन का चेतन नजरिया
एक अच्छी किताब है। दिमाग से जुड़ी कॉफ़ी नई जानकारी इसमें है।",1,1
3398,Sadiq rizvi,"खराब क्वालिटी पैसे की बर्बादी कपड़ा बोहत पतला और खराब है
कोई भी ना खरीदे खराब क्वालिटी है कपड़ा खराब है",0,1
3399,Himmat,"Very bad shirt
isse achha dukan se le lo bilkul bekar ghatiya cloth online mein waste of money",0,0
3400,SOVARAN SINGH,"घटिया प्रोडक्ट है
बहुत ही घटिया प्रोडक्ट है",0,1
3401,Amazon Customer,"Paisa vasul
Aisi khrid to dukaan pe jate h tab bhi nhi milti aisi chiz I am so happy design, color, and cloth good paisa vasul",1,1
3402,Bharat Kumar pandey7219537090,"Ek dam ghatiha
Ek dam ghatiha quality jo dikhate ho usse kahi jyada ghatiha Saman bhejte hoVery bad quality 😡🤬",0,0
3403,amit kumar,"Hata sawan ki ghata
Colour is totally different.......mood to gariyane ka kr rha hain but i m well educated person is liye gaali nhi de rha hun......saalo ne navy dikhakr jhandu (dirty black type) colour send kr diya",0,0
3404,Pramod s.,"Very lose item Maine phele barr Amazon pe shopping ke hai or use me itna paresaan kr liya hai
Very lose item Maine phele barr Amazon pe shopping ke hai or use me itna paresaan kr liya hai",0,0
3405,MANOJ KUMAR,"Good
Thik",1,1
3406,Rahul kushwaha,"Not good
Cloth quality not good.not cotton. Ek baar dhone ke baad khatam.",0,0
3407,Vinod giri,"Kapada barabar nahi hi
Kapada barabar hai kya",0,0
3408,Rakesh Ranjan Mishra,"Product achcha tha
प्रोडक्ट फिट था",1,1
3409,roshan,"Mast hai
Osm hai product",1,1
3410,Sahil Saluja,"बकवास
रद्दी।",0,1
3411,S .P. Singh parihar,"बहुत अच्छी शर्ट
Very good product",1,1
3412,Abhijeet kumar,"Accha hai...
Fit perfectly.",1,1
3413,MD SAHIDUR RAHMAN,"same
Nice bahut aacha",1,1
3414,Jaheer Mulani,"Sahi nahi hai
Branted",0,0
3415,Surendra Kumari,"Nh pasand hai
Kamare s chota hai",0,1
3416,DR.Bhimrao Bange,"Shart bahut bhari bhakam
Pasand hai Acha laga",1,0
3417,Surjit kumar,"Totally bakvaas
Bakvaas item",0,1
3418,राजु नारंग,"सूपर
बढिया",1,1
3419,Rakesh Kumar,"फिटिंग ठीक नहीं है
फिटिंग ठीक नहीं है",0,1
3420,Diwakar,"Na pasand
Na pasand",0,0
3421,Manibhushan Singh,"Good luck
Jhakas",1,1
3422,dinesh kumar yadav,"Siez Chota hai
Siez Chota hai",0,1
3423,Hemraj singh,"Loose shirt thi maine fit karna ki thi
Good shirt",1,1
3424,Kumar anubhav,"बहुत अच्छा
बहुत अच्छा",1,1
3425,RAJESH CHANDEL,"ऐसे ही प्रोडक्ट हमें बार-बार दिखाएं
बहुत सुपर हिट है",1,1
3426,Shaikh Ateeq,"सही
सही है",1,0
3427,rasvinder s.,"Boaring
Bakwas.",0,0
3428,viddyashankar,"Supar
Supar prodects nice sherts",1,1
3429,Patil Shrikant s.,"I like this product
Bdhiya fiting hai",1,1
3430,ramkishan,"Price jyada h
Price jyada h .............................. colour bhi accha nhi hai a a a aa a a s aफ ठज्ञबह ठंड ड",0,1
3431,Vivek,"Bad Quality
Very bad product,जब मैं इस जूते को पहनकर दौड़ता हूं तो मेरे पैर की उंगलियां टाइट हो जाती हैं जिससे दौड़ना मुश्किल हो जाता है और जूते का सोल बहुत जल्दी खराब हो गया है।When I run wearing this shoe, my toes get tight which makes running difficult and the sole of the shoe wears out very quickly.",0,0
3432,Anjali,"One month bhi nhi chale khul gye
Bilkul bakwas one month m alg ho gye niche k soul",0,0
3433,sandeep kumar,"GOOD PRODUCT
Achha hai shoes bss thoda chhota laga lekin achha quality...",1,1
3434,Kamlesh ganawa,"Good
Good quality, दुसरी बार खरीदा है",1,1
3435,Noopram,"Theek he product
Product theek hai Baki istemal karne ke bad Pata chalega Itna Chahta Hai comfort aur Halka bhi hai aur Product Key cost ke mutabik bahut achha hai",1,1
3436,Gopal jat,"घटिया क्वालिटी के जूते है !!
घटिया क्वालिटी के जूते है !!",0,1
3437,Miraj Kumar,"बहुत ही घटिया जूता है कितने दिन हो गए वापसी डाली लेकर नहीं जा रहे हैं
टेढ़ा हो जा जूता है जो मतलब लेफ्ट साइड वाला बेकार जूता है कितने दिन हो गए वापसी मैंने डाला हुआ रिटर्न पर लेकर नहीं जा रहे हैं",0,1
3438,Siraz k.,"Very very good
Good shoes hai ab ye dekho kinte chalte hai but packing bhut good thi very nice",1,1
3439,Himanshu,"Running ke liye best hai
Like",1,1
3440,Chetan dhumal,"Shoes value for money hai SIRF 1 number greater lena Lena
वजन हलका है confort भी है good for money hai paisavasool product hai SIRF 1 number BADA Lena",1,0
3441,Arvind Pandey,बहुत सुंदर प्रोडक्ट,1,1
3442,jagdish s.,"परफेक्ट शूज
बहुत ही अच्छा शूज है फिटिंग वे हल्कापन अच्छी है थैंक्स अमेज़न",1,1
3443,Satish kumar,"बहुत अच्छा है
लेने लायक़ है",1,1
3444,Gangadhar Pathak,"डिजाइन बलैक कलर सही है
हल्का सही है लेकिन बाहर काम करने के लिए मजबूत नहीं है",1,1
3445,Amazon Customer,"Bad very bad product
Short and simple language i:e chor bazar ka product hai jo waha 200 me milta hai wohi ullog 500 me sales kr rahai hai bad experience",0,0
3446,Abhinav Tiwari,"जिस कलर के मंगवाए थे, उसके बजाय दूसरे कलर के भेज दिए। ये गलत लगा
जिस कलर के मंगवाए थे, उसके बजाय दूसरे कलर के भेज दिए। ये गलत लगा",0,1
3447,umesh malviya,"Pahnne ke bad pair me bahut garmi giti hai
Pahnne ke bad pair me bahut garmi giti hai",0,0
3448,Kapil kumar,"बहुत सुन्दर
Ok",1,1
3449,Sanjay singh rajput,"Bahut acha hai
Running ke liye acha hai",1,1
3450,Dinesh Chandra,"Product is not good
जल्दी डैमेज हो गया",0,0
3451,RABINDRA NATH,"shoes
hame bahut pasand he yeh products v.v.beautiful aur sahdi ke use ke liye liya ge",1,1
3452,Mohan raj,"Best
Supar",1,1
3453,RAVI PRAKASH GUPTA,"कम कीमत में एक शानदार प्रोडक्ट
मैंने इससे पहले कई महंगे महंगे जूते मंगाए और उपयोग किए हैं क्योंकि वह महंगे होते हैं तो उनका अच्छा होना लाजिमी है लेकिन इस बार मैंने मात्र ₹600 में यह जूता मंगा कर उपयोग करने की कोशिश की और मेरा निर्णय बिल्कुल सही रहा यह बहुत ही कम वजन वाला एक अच्छा जूता है हालांकि इसका साइज नंबर के अनुसार कुछ छोटा है तो आप अपने नंबर से एक नंबर अधिक का जूता मंगाए, 1 हफ्ते के उपयोग के बाद मैं इस जूते के क्वालिटी और परफॉर्मेंस से संतुष्ट हूं, यह जूता दिखने में भी बहुत अच्छा हैरवि प्रकाश गुप्ता",1,1
3454,Ayush Rawat,"I think its price which should be less than fifty
The media could not be loaded.
 फोटो में तो जब हम ऑनलाइन देखते हैं तब रखता है कि कितना अच्छा है बट जब हमारे पास डिलीवर होता है तो उसकी उससे अंतर होता है",0,0
3455,Chetan Sahu,"Comfortable nhi h
जूता टाइट होता है जबकि no एकदम सही है, अंगूठा दर्द हो रहा था 10 मिनट में ही और पीछे का सोल भद्दा लगता है इसीलिए मैंने इसे वापिस कर दिया",0,1
3456,Dharmendra Kumar,"साइज़
प्रोडक्ट तो ठीक हैँ पर साइज़ को लेकर सभी मे भरम की इस्थिति बनी हैँसाइज़ 9वाले को 10 नम्बर लग रहें हैँ",1,1
3457,Parwati,"Worst shoe never buy
Don’t buy. केवल 15 दिनो में जूता फ़ैट गया। पिक्चर में आप देखलो। क्वालिटी भी ख़राब है। 800 रुपये बेकार हो गया। be careful",0,0
3458,Akhilesh gond,"Not good
Mat lena koi bhi",0,0
3459,ROHIT THAKUR,"Saiz 11UK magaya tha but 10 UK AAYA HE
साइज 11 नंबर मंगाया था लेकिन ऐमेज़ॉन से आया 10 नंबर साइज़ फिट नहीं आ रहा है",0,0
3460,Khushal,"उम्मीद से ज्यादा खराब है।।
घिसा हुआ जोड़ा आया है।वजन हल्का है ये सिर्फ धीमे धीमे घूमने के लिए सही है",0,1
3461,sanjay,"Yah running ke liye perfect nahi hai
Running experience very bad",0,0
3462,Deven,"Gajab
Gajab",1,0
3463,Aditya Padhan,"Back sight sool acha nahi hai
Bach sight sool thoda acha nahi hai dekhny kyliya. Chuda jysa dikhai deta hai",0,1
3464,Ramakant Gupta,"Very bad product . please koi na kharido
Very bad product . please koi na kharido",0,0
3465,Abhishek,"अमेज़न की बात ही कुछ और है ।
Good for workout and our door activities",1,1
3466,Sandeep Mukati,"Shoes ki quality bilkul Lo hai
Yeh product bahut ghatiya quality ka hai ek mahine ke andar andar juta Tut Gaya",0,1
3467,Ganesh das,"Thik hai
Thik hai",1,1
3468,kamal,"Badiya hai
Nice",1,1
3469,sunil kumar,"Bad quality sirf 20 din hi chalenge pesa barbad mat karna
Bad quality",0,0
3470,Saurabh,"Too long size
Bahut bada h",0,0
3471,Jitendra yadav,"प्रोड्कट के बारे मे जानना
खराब क्वालिटी",0,1
3472,PRA deep kumar,"Good
Good meri पसंद ka tha koi kami nahi h jo dikhya gaya wahi mila is liye sahi tha bahut sahi h",1,1
3473,Adarsh kumar,"Kem price me accha product hai
Viry nice",1,1
3474,NimS,"Good
बहूत ही अच्छे shoes है",1,1
3475,Ramdas Pandavwad,"बढिया
अच्छा है",1,0
3476,Atul Badtiya,"बहुत ही अद्भुत हल्का पहनने के बाद केसा भी रास्ता हो ऊबड़ खाबड़ या प्लेन बहुत ही अरमदाक व हल्का👍👍
अद्भुत व बेहद ही आरामदायक बहुत ही हल्का",1,1
3477,Jay Ram kumar,"Comfortable
Behter hai",1,1
3478,Vinod Kumar,"बहुत अच्छा प्रोडक्ट है
पैरों को आराम देने के लिए बहुत अच्छा प्रोडक्ट है",1,1
3479,Sumit jain,"2 din me fat gaye
Very bad experienceDubra kabhi nahi lunga",0,0
3480,Mahendra singh,"बहुत ही घटिया क्वालिटी पैसे की बर्बादी
बहुत ही घटिया क्वालिटी",0,1
3481,S G Jelewad,"Soal achha hai
Fit hai",1,1
3482,Joshi Dharmesh kumar,"Nice
Supar",1,1
3483,Sanjoy Singha,"Fjjiv zfv ji
Dislike",0,0
3484,Anjum,"70% like
Thik hai",1,1
3485,Saurav,"Aakh band karke ke kjareedo
It is a very comfortable shoe.....",1,1
3486,Alka Sharma,"Five Stars
Bahut aachha hai",1,1
3487,Rishabh Gupta,"Asian Shoes are Good in this Price.
Asian Shoes are Good in this Price. Shoes have light weight with good colors.I received it in Rs. 524/- (Shoes Price 474+50 Delivery Charges).Dosto achha hoga ki aap ise yahan na kharidakar market se kharide...ho sakta hai ki wahan aapko ye 400 rupay ke aas-pass mil jaye. Lekin mujhe ye shoes kaafi achhe lage toh maine online he order kr liye.-:Features & details:-*Colour Black*Designer Shoes*Lifestyle:Casual*Closer: Slip on*Material: CanvasIf u found this helpful. Please Click on YES or Like Button.",1,0
3488,Naresh Nagar,"Totally waste of money 😞
Bhut jyada heavy h starting me pehnate hi nhi lgte but jb thodi der chlte h tb chala b nhi jata per me pain hota h bhut jhyaada uncomfortable h , 2bar phne jisme hi ruhe niklne lg gye bhut bekar product h looking b bigd gyi 😞 brand jesa kuch b nhi h totally waste 😠😠😠😠",0,0
3489,Alfaiz Shaikh,"After purchasing
Dekho both log good nice ye wo bolte hai mai seedha bolta hu agar lena hai toh accha hai lakin jo shoe tongue par sparx ki branding hai wo hat jaegi bas baaki shoes both acche hai , pata hai bro coz I'm also middle class 🙂🙂🙂",1,1
3490,RAJKUMAR ARYA,"Value for money product look wise is good aap bhi ek bar try kar sakte ho.
Shoes looking wishes good and Sparx company ek brand ha aur agar apko iss price me ye shoes mil raha ha to aap iski aur dekh sakte ho maine bhi abhi parchase kiye ha baki use karne par maloom padega ki kitne months chalte ha ye shoes. Maine 7 size mangwaya tha number to thik ha par shoes pahnne k baad size thoda bada lag raha ha.",1,0
3491,Lekh Raj,"Soch samjh kr lena..ye PD lo pehle
Jyada ache nhi h ye shoes... material bahut ghtiya quality ka h...1mahine me hi jute ftna shuru ho jate h...or jute gnde bahut jldi ho jate h..to soch samjh kr lena 800 me..iska price mere hisab se 350 se jyada nhi hona chahiye..that's all",0,1
3492,Robin,"Shoe is amazing at this price but packing is average
Shoe toh msttt hai but company ne cross cutting start kr de hai mna 1 sall pehla shoes liya tha same yhi wala usme and esma bahut farak haiMartial me pehla wala shoes ke quality jada better thiLekin ab sprax company ne cross cutting start kr de matiral quality thora cheap kr diya hai",1,0
3493,Rajat720Dhiman,"कम Price मे अच्छा प्रोडक्ट मिल गया।
Pure ⚪White ColorComfortable, Affordable PriceQuick Shipping And DeliveryBest Products😍",1,1
3494,Gagan sharma,"Damage product
Mene ye shoes order kiye the damage nikle h or WAps return bhi kr diye lekin abhi tak refund nhi aaya",0,0
3495,Jatin g.,"Not a good product
The media could not be loaded.
 The quality is soo poor main to return Krna chata tha but box damage ho gya isilye majbori ma phen rha hu damage hai or original bhi nhi lgte khi se bhi",0,0
3496,Love,"Bhai superb looking hai uthaalo👌👌
Bhai best shoes hai this price range mein or kya chahiye maine aaj hi receive kiye hai bilkul sahi fit hai shoes or jo size mera tha 8 maine wohi order kiya so go with actual size very happy with this",1,1
3497,SUSHIL KUMAR,"Sparx Sue's
Sue's bhut pyara hai but Seller was very clever bag hi nahi diya Sparx ka only Sue's hai box bhi fata teda hai Amazon thada sa packing par bhi dhyan de diya karo",1,1
3498,Ankit Goel 9355,"Thik product is not good,not comfortable
The media could not be loaded.
 Iski pasting hi kharab hai.2nd day hi gapp aane lag gya, or isko jyada der dalne se Feet Galne lage hai feet pe nishan aa gye hai",0,0
3499,Dushal,"Matt khrido bhai bakwass hai bhut zada
😭😭",0,1
3500,Hemant raikwar,"Old product receive
Old product receive hua hain packing bikul new jesi h magar andr old product hain please return or replace jo possible hoOr ye bina rating ke save bi ni ho raha kesa system hain",0,0
3501,kiRti sinGh,"Lace quality thik nhi h
Iss price range m achhe shoes h 2 mahine achhe se pahado m pahn k ghume h very comfortable",1,1
3502,Gobind,"Worth it 😍😍😍❤️❤️
Bahot awesome hai guys.... Jo koi v soch raha hai khridne ko... Definitely aankh bnd kr ke lo..Bahot hi jyda styling nd cool hai ...",1,1
3503,irfan a.,"Quality..
Bahut badhiya shoe aay hJese socha tha usse bhi kaafi ache dekhne ko mileQuality bhi bahut achi hThank you soo much Amazon",1,1
3504,kamlesh Kumar Mandal,"Very good
Bahut hi achha hai",1,1
3505,Vipingautam,"Quality compromise
Phle din hi pahanne pr sticker nikal gya front lays k pass walaCustomer product quality or brand dikhane ko leta h pr",1,0
3506,Rohit Mishra,"Quality bahut achee nhi hai ..
Quality and soal bahar aane lge 3baar ke pahne ke baad .. leses ki jagah black spot aa gya",0,1
3507,Hukum Chand Thapa,"Gud quality
Kam chalao hai",1,1
3508,Amazon Customer,"Ekdum solid hai boss
It's very cool and classy look, bole to boss pura Paisa wasul shoes hai ye, Amazon ki delivery bhut achi hai, sparx has become my favorite brand, budget Mai is sparx shoes se acha white shoes pure India Mai nhi hai",1,1
3509,vijay singh meena,"Value for money
Abhi ye shoes liye mughe 4-5 month ho geye h or ye Abhi bhi Sahi condition m h awesome product from sparks",1,1
3510,Rohit,"UK 9
It's just awesome,kya baat hai awesome quality maza aa gya , itne pese me ye brand best hai , must buy it ,",1,1
3511,Samim,"Good quality
Bahut teji se gande hote h 😁",1,1
3512,Ajay rawat,"Mahange dere hai thoda
Mahange hai but sahi hai per yahi shoes Flipkart me 500 ke milre hai",1,0
3513,MD SARFRAJ AHMAD,"Acchi h
Bhaut acchi h lekin Jab market m nikoge toh 3/10 admi k pass yahi rahega",1,1
3514,ARAVIND pandu,"Avarage3
Avarage3",1,0
3515,Umesh Yadav,"Yaha bahut hi styless hai
Yaha bahut hi acha camfatable product y",1,1
3516,LATIKA Sahamate Kadam,"zakkas...
ekdam zakkas",1,1
3517,Suraj,"Black paint nikal rha h isme.... Aur saaf v nhi hota
Paint nikal rha h black wala Aur saaf v nhi hota wo..",0,0
3518,deepakedpache,"Quality bahut hi badiyA hai
कम्फर्टेबल है पर वजन थोडा ज्यादा हैऔर क्वॉलिटी बहूत बडिया है",1,1
3519,Belim sohil,"Very bed product riplesment kiya fir bhi demej aaya
Very bed product riplesment kiya fir bhi demej aaya ,😡😡😡😡😡😡😡😡😡",0,0
3520,sonu kulharia,"गजब के जूते...
Looks 5 out 5Comfort 4 out 5Price 5 out 5..Satisfaction 4.5 out 5",1,1
3521,Sachin Choudhary,"Bhut hard
Ho",1,0
3522,Aakash,"Best maza aa gaya ..😍😍
Best maza aa gaya ..😍😍",1,1
3523,Jitendra ahirwar,"Bad experience
1 mahina nahi hua or side se nikalne lage",0,0
3524,Aniket,"Review
Lelo Acha h maine 550 mai liya , tum 700 tak mai le lena",1,1
3525,KSSK,"Not bad.
Na kuchh se kchh achha hai.",1,0
3526,asif khan,"Sasta,sundar,tikau
I love this product its like 'sasta,sundar,tikau'",1,1
3527,kumar,"bekaar
dislike",0,0
3528,Ajay Kumar,"Nice shoe
Nice shoe but bahut jald hi ganda ho jata h",1,1
3529,Mahmood,"Accha hi
Le lo be theek hi",1,1
3530,Maria,"Bakwaas
Bakwaaas",0,0
3531,Sujan kv Sujan kv,"Hai
Give same langht",1,0
3532,ARSH 777,Accha hai yaar ye to le sakte ho 😘😘😘,1,1
3533,ASHWNEE KUMAR,"Accha. Hai .
Sab thiq h",1,1
3534,Pintu yadav,"Achha hai sab kuch price jo dekhte hue
Good job",1,1
3535,Kapil goswami,"Parcel hath me aaya to shoes pehne huye the
Product use damage",0,0
3536,atul Aggarwal,Ek brand Apne naam ko banane ke liye Kitna kuchh karte hain lekin is brand ka nam MIT Gaya.,0,1
3537,asif ali,"Masst ha
Masstt ha",1,0
3538,Deepanshu,"Size!!!!
Sexy shoes , but dhayan rakhe ek size chota order karey",1,1
3539,Sarwar Alam,"Mst hai 😄
Nice",1,1
3540,Sana Ahmed,"Bakwas product hai
Not same product",0,0
3541,Vaibhav raj,"1 nambar 👌
Mst hai",1,0
3542,Ravi kumar Yadav,"सामदार
सामदार",1,1
3543,Anil paikaray,"Paisa barbaad bc
Paisa BARBAAD BC",0,1
3544,gulnawaz khan,"4.7 start meri terf se
Awesome shoes.. worth in this price..Size toda sa bda aagya but mast hai",1,1
3545,loka bhai,"Mast hai
Ek number paisa wasool",1,0
3546,faiz,"बोहुत भारी है पैसे वेस्ट
Knot comfort heavy weightwaste for money",0,0
3547,Haaris,"Excellent
Mst h.... Bina soche smjhe magar lo.. Koi tention na lo bs maga lo",1,1
3548,anshul thakur,"Mast
Mast hai bhayiyonn",1,0
3549,Deepu,"Good
Supar",1,1
3550,Sarfaraz Hussain,"Sarfaraz Hussain
Nice shoes",1,1
3551,Faizul haque,"sparx shoe color ni chodta kabhi.. ye cilor
bt this product nt a orignal sparx shoe",1,1
3552,rav,"nice
bdiya h",1,1
3553,...,"Ek no.
Dhansu",1,0
3554,Sanjeev Soni,"
Mid range sound


मेरी राय में तो मत ही लो तो ज्यादा अच्छा हैमैं लिया पर मजा नही आ रहा सबसे पहले इसका बेस ज्यादा बजता है voice कम हो जाती है इसकी साउंड क्वालिटी 2 से 3 हजार का जो सिम्पल वाला म्यूजिक सिस्टम आता है वैसे ही है 4 -5 गाना सुन लिए सर दर्द हो जाएगा
",0,0
3555,MD SHAHBAZ SIDDIQUEE,"
WORST SERVICE EVER


Etni Ghatiya Service Hai Boat ki, Tmhara Viswaas uth jayega, November 2020 ko maine purchase kiya amazon se, February me sound bar and sub woofer connect hona bnd ho gaye,Then maine complaint kiya boat customer care me, unka technician bhi visit kiya, uske baad jo wo parts mangwane, To Bhai aaj 31st of July hai, wo abhi tk nhi aya, aur mai boat customer care me baat krke thk gaya, wo log bs kahte hain ki MAAFI CHAHENGE SIR, MAI APKE COMPLAINT KO AAGE FORWARD KR DETA HU, that' it Fir naahi mera sound bar repair kiya in loge ne, aur fir maine complaint krna chor diya ab November me meri warranty Khatam hone wali hai 😔 Bhai Product Baht Accha Hai, Tmhe Sound Baht Pasand Aane wala hai But Kabhi bhi tmhe inki service ki zarurat pr gayi to fir wo product tmhara Boat Brand ka last product hoga
",0,0
3556,S shaikh,"
Bakwas sound


boAt AAVANTE Bar 2050 160W.... sabwofar  not working Bluetooth connection problems.... sabwofar kuch dino ya mahine ke bad band ho jata hai ye... boat ka sound bar ripear rawate rho B's bar bar... price iski bhot high he aur quality 0% he 5000 tk me mile to lena chye... baki iska sound tv me bhot hi zyda khrab ata hai difrant sound deta hai ye led tv me... aur bass iska bhot bekar he price zyda he iski aur sound 🔊 bakwas... lens hoto soch samajh kr lena Q ke ye zyda dino tk nhi chalta he ripear karwane ke lena ho to le skte ho... 8 se 9 tk ki price me
",0,0
3557,Amazon Customer,"
Boat sound bar AAVANTE 160 wt 2050


Vary bad service mera AAVANTE 2059 160w bar problem aya tha to service center ne change kardiya 2000 w ka dala is vajah se sound quality bekar ho gya boat service sentaer me call krte hai to vo log kahte hai aaye ga ise karte karte 2.5 month bit chuka lekin Abhi tak nahi aayaBoat ka service bahut kharab hai
",0,0
